PeTe batch test script
Enhanced-BAwCC.pet,	COORDINATOR invalid?,	Ordered DFS with Monotonicity,	Satisfied,	0.22,	39,	48,	10, 	215, 	9,	44116
Enhanced-BAwPC.pet,	COORDINATOR invalid?,	Ordered DFS with Monotonicity,	Not satisfiable,	0.2,	38,	37,	0, 	160, 	0,	44116
BAwCC.pet,	COORDINATOR invalid?,	Ordered DFS State with Monotonicity,	Satisfied,	0.2,	35,	68,	6, 	351, 	9,	44116
BAwPC.pet,	COORDINATOR invalid?,	Ordered DFS State with Monotonicity,	Satisfied,	0.16,	5,	18,	9, 	77, 	0,	44116
Enhanced-BAwCC.pet,	COORDINATOR invalid?,	Ordered DFS State with Monotonicity,	Satisfied,	0.23,	39,	48,	10, 	215, 	9,	44116
Enhanced-BAwPC.pet,	COORDINATOR invalid?,	Ordered DFS State with Monotonicity,	Not satisfiable,	0.21,	38,	37,	0, 	160, 	0,	44116
BAwCC.pet,	COORDINATOR invalid?,	Ordered DFS Bool with Monotonicity,	Satisfied,	0.2,	35,	68,	6, 	351, 	9,	44116
BAwPC.pet,	COORDINATOR invalid?,	Ordered DFS Bool with Monotonicity,	Satisfied,	0.17,	5,	18,	9, 	77, 	0,	44116
Enhanced-BAwCC.pet,	COORDINATOR invalid?,	Ordered DFS Bool with Monotonicity,	Satisfied,	0.23,	39,	48,	10, 	215, 	9,	44116
Enhanced-BAwPC.pet,	COORDINATOR invalid?,	Ordered DFS Bool with Monotonicity,	Not satisfiable,	0.2,	38,	37,	0, 	160, 	0,	44116
BAwCC.pet,	COORDINATOR invalid?,	Ordered BestFS with Monotonicity,	Satisfied,	0.11,	27,	70,	11, 	270, 	5,	44116
BAwPC.pet,	COORDINATOR invalid?,	Ordered BestFS with Monotonicity,	Satisfied,	0.08,	10,	32,	5, 	91, 	2,	44116
Enhanced-BAwCC.pet,	COORDINATOR invalid?,	Ordered BestFS with Monotonicity,	Satisfied,	0.11,	16,	32,	11, 	105, 	2,	44116
Enhanced-BAwPC.pet,	COORDINATOR invalid?,	Ordered BestFS with Monotonicity,	Not satisfiable,	0.1,	39,	38,	0, 	163, 	1,	44116
Election1.pet,	Too many Leaders,	Naive DFS with Hash,	Not satisfiable,	0.05,	3,	2,	0, 	3, 	0,	44116
Election5.pet,	Too many Leaders,	Naive DFS with Hash,	Not satisfiable,	0.11,	112,	111,	0, 	1064, 	0,	44116
Election10.pet,	Too many Leaders,	Naive DFS with Hash,	Not satisfiable,	1.14,	6144,	6143,	0, 	121088, 	0,	242088
Election15.pet,	Too many Leaders,	Naive DFS with Hash,	OutOfTime,	-,	-,	-,	-,	385248
Election20.pet,	Too many Leaders,	Naive DFS with Hash,	OutOfTime,	-,	-,	-,	-,	575412
PeTe error, returned: 1,	44116
PeTe error, returned: 1,	44116
Election35.pet,	Too many Leaders,	Naive DFS with Hash,	OutOfTime,	-,	-,	-,	-,	1439868
Election40.pet,	Too many Leaders,	Naive DFS with Hash,	OutOfTime,	-,	-,	-,	-,	1825864
Election45.pet,	Too many Leaders,	Naive DFS with Hash,	OutOfMemory,	-,	-,	-,	-,	2261120
Election50.pet,	Too many Leaders,	Naive DFS with Hash,	OutOfMemory,	-,	-,	-,	-,	2745188
Election1.pet,	Too many Leaders,	Naive BFS with Hash,	Not satisfiable,	0.05,	3,	2,	0, 	3, 	0,	44116
Election5.pet,	Too many Leaders,	Naive BFS with Hash,	Not satisfiable,	0.1,	112,	111,	0, 	1064, 	0,	44116
Election10.pet,	Too many Leaders,	Naive BFS with Hash,	Not satisfiable,	2.3,	6144,	6143,	0, 	121088, 	0,	242096
Election15.pet,	Too many Leaders,	Naive BFS with Hash,	OutOfTime,	-,	-,	-,	-,	384720
Election20.pet,	Too many Leaders,	Naive BFS with Hash,	OutOfTime,	-,	-,	-,	-,	575812
PeTe error, returned: 1,	44116
PeTe error, returned: 1,	44116
Election35.pet,	Too many Leaders,	Naive BFS with Hash,	OutOfTime,	-,	-,	-,	-,	1440744
Election40.pet,	Too many Leaders,	Naive BFS with Hash,	OutOfTime,	-,	-,	-,	-,	1826968
Election45.pet,	Too many Leaders,	Naive BFS with Hash,	OutOfMemory,	-,	-,	-,	-,	2261168
